,60/40,BTC,ETH,HFs,PE,RealEstate,Macro,SG CTA,Commodities,Gold
2009-12-10,151.04509621809933,,,1149.198,17.836807250976562,8.785066373979678,1007.02,1916.843,26.947420378693085,110.81999969482422
2009-12-11,151.14732361883338,,,1148.89,17.895475387573242,8.91230336999399,1007.02,1911.867,26.947420378693085,109.31999969482422
2009-12-14,151.78162326074207,,,1150.153,18.012819290161133,9.085262133381848,1007.02,1921.35,27.101872959403487,110.23999786376953
2009-12-15,151.1607189946424,,,1150.781,17.69990348815918,9.001758728432776,1007.02,1908.926,27.29266813929775,110.20999908447266
2009-12-16,151.30260280166246,,,1151.339,17.836807250976562,9.05543948875718,1007.02,1918.595,27.783281097906336,111.58999633789062
2009-12-17,150.6997971460759,,,1149.419,17.660791397094727,8.997784262131436,1007.02,1911.201,27.37443552164042,107.33999633789062
2009-12-18,150.92998725106526,,,1150.186,17.69063377380371,9.067372319237613,1007.02,1908.833,27.474375936485536,108.94999694824219
2009-12-21,151.27032922439022,,,1149.932,17.81002426147461,9.17670755444423,1007.02,1900.191,27.36535160475497,106.94999694824219
2009-12-22,151.3481181585781,,,1150.147,17.92943000793457,9.274117504431542,1007.02,1895.677,27.392606821232363,106.16999816894531
2009-12-23,151.50690584687402,,,1152.461,18.048828125,9.378815547900714,1007.02,1899.441,28.119443208715037,106.55000305175781
2009-12-24,151.74545491431917,,,1155.194,18.1284236907959,9.497384925189513,1007.02,1904.158,28.27389578942544,108.36000061035156
2009-12-25,151.74545491431917,,,1155.194,18.1284236907959,9.497384925189513,1007.02,1903.843,28.27389578942544,108.36000061035156
2009-12-28,151.79216540598378,,,1155.337,18.0886287689209,9.531554268998038,1007.02,1902.661,28.610056167323627,108.55000305175781
2009-12-29,151.80895672964004,,,1155.932,18.1284236907959,9.39489827200381,1007.02,1904.847,28.79176569742193,107.47000122070312
2009-12-30,151.87871037779013,,,1155.046,18.048828125,9.410975337161053,1007.02,1900.483,28.79176569742193,106.93000030517578
2009-12-31,150.6639803087183,,,1157.23,17.92943000793457,9.228097699243275,1006.981,1899.93,28.909875678948463,107.30999755859375
2010-01-01,150.6639803087183,,,1157.23,17.92943000793457,9.228097699243275,1006.981,1901.597,28.909875678948463,107.30999755859375
2010-01-04,152.34706593860398,,,1162.775,18.566213607788086,9.205991970441474,1006.981,1918.424,29.70939553188836,109.80000305175781
2010-01-05,152.85585502818716,,,1165.42,18.765209197998047,9.228097699243275,1006.981,1923.953,30.009213310602686,109.69999694824219
2010-01-06,152.67584103102138,,,1170.227,18.864709854125977,9.224082362777471,1006.981,1936.045,30.227265439884842,111.51000213623047
2010-01-07,153.06528217449306,,,1170.439,18.964202880859375,9.30647472802484,1006.981,1932.302,30.081898508970408,110.81999969482422
2010-01-08,153.44844350104464,,,1172.082,19.023897171020508,9.244172878085239,1006.981,1933.363,30.14549632463166,111.37000274658203
2010-01-11,153.61904921547293,,,1174.487,19.262693405151367,9.288387479547648,1006.981,1935.25,30.000129393717224,112.8499984741211
2010-01-12,153.18635059545895,,,1172.416,18.864709854125977,9.131642853560937,1006.981,1919.462,29.327805172099836,110.48999786376953
2010-01-13,153.67270616047512,,,1171.945,19.063701629638672,9.302456247700231,1006.981,1917.224,29.309633872507902,111.54000091552734
2010-01-14,154.20992394537484,,,1173.536,19.242795944213867,9.270305261244545,1006.981,1924.584,29.255123439553127,112.02999877929688
2010-01-15,153.4354399044623,,,1172.788,19.083599090576172,9.1858983112749,1006.981,1915.468,28.86444916287915,110.86000061035156
2010-01-18,153.4354399044623,,,1172.788,19.083599090576172,9.1858983112749,1006.981,1916.113,28.86444916287915,110.86000061035156
2010-01-19,154.47868478889075,,,1172.46,19.262693405151367,9.368772805333876,1006.981,1923.891,29.08249782634029,111.5199966430664
2010-01-20,153.74029777383404,,,1169.698,19.12339973449707,9.272311671933926,1006.981,1903.042,28.546458351662384,108.94000244140625
2010-01-21,152.1879507696995,,,1166.668,18.74530792236328,9.009056882262811,1006.981,1893.747,28.055843660143292,107.37000274658203
2010-01-22,150.2221730876037,,,1163.594,18.26772117614746,8.802065218538567,1006.981,1879.523,27.329009005571123,107.16999816894531
2010-01-25,150.54040511239288,,,1162.003,18.526411056518555,8.866369077765222,1006.981,1879.247,27.574316351330673,107.4800033569336
2010-01-26,150.28967892400345,,,1160.14,18.28761863708496,8.790007891249452,1006.981,1876.697,27.29266813929777,107.55999755859375
2010-01-27,150.56873542950942,,,1157.913,18.28761863708496,8.870390073176877,1006.981,1864.887,26.87473691323589,106.52999877929688
2010-01-28,149.5259665728202,,,1156.765,18.247821807861328,8.7859868958378,1006.981,1862.938,26.84747996384799,106.4800033569336
2010-01-29,148.80666069411288,,,1157.013,17.869731903076172,8.727711700255702,1006.981,1861.533,26.565831751815086,105.95999908447266
2010-02-01,149.95007318143865,,,1159.501,18.108524322509766,8.886470282192928,1006.981,1863.006,27.038275143742247,108.3499984741211
2010-02-02,151.12342166028688,,,1161.992,18.546310424804688,9.033167764210475,1006.981,1864.507,27.74694023163299,109.12999725341797
2010-02-03,150.3837148434457,,,1161.629,18.42691421508789,8.928669041389542,1006.981,1860.685,27.646999816787876,108.69999694824219
2010-02-04,148.13831755937036,,,1156.506,17.611034393310547,8.59507795621665,1006.981,1858.571,26.511319585949803,104.37000274658203
2010-02-05,148.51479740782202,,,1154.53,17.451841354370117,8.755847350245583,1006.981,1861.381,25.993449677953322,104.68000030517578
2010-02-08,147.8354107182342,,,1152.65,17.133441925048828,8.556893275942318,1006.981,1856.661,26.18424312493707,104.04000091552734
2010-02-09,148.5800056806615,,,1153.69,17.531436920166016,8.530770953131189,1006.981,1858.889,26.702113032933557,105.41000366210938
2010-02-10,148.23907696669542,,,1153.741,17.47174072265625,8.53679647291694,1006.981,1851.468,26.76571084859481,105.12000274658203
2010-02-11,149.07270402892593,,,1155.704,17.67073631286621,8.611151877515091,1006.981,1858.291,27.129129908791406,107.12999725341797
2010-02-12,149.1429620149315,,,1155.857,17.49163818359375,8.689527019981371,1006.981,1863.814,26.802053447778675,107.04000091552734
2010-02-15,149.1429620149315,,,1155.857,17.49163818359375,8.689527019981371,1006.981,1864.699,26.802053447778675,107.04000091552734
2010-02-16,150.6587612612421,,,1158.467,17.869731903076172,8.922641635288509,1006.981,1868.975,27.62882851719596,109.62000274658203
2010-02-17,150.75297138514682,,,1160.564,17.949325561523438,9.0070429263123,1006.981,1869.266,27.68334068306124,109.25
2010-02-18,151.06199303203982,,,1160.672,18.048828125,9.127620600605763,1006.981,1871.627,28.083100609531186,109.9800033569336
2010-02-19,151.28270355280827,,,1161.486,18.1284236907959,9.125610417285817,1006.981,1871.464,28.255724489833515,109.47000122070312
2010-02-22,151.25114313130797,,,1161.606,18.227924346923828,9.163793211244865,1006.981,1868.436,28.264810139629482,109.06999969482422
2010-02-23,150.62001461407863,,,1159.577,17.98912811279297,9.091444846107857,1006.981,1870.942,27.7196832822451,107.88999938964844
2010-02-24,151.4735626300068,,,1159.608,18.208011627197266,9.179867132543306,1006.981,1874.617,28.037674093461867,107.36000061035156
2010-02-25,151.5771829933704,,,1158.502,18.18812370300293,9.226089402238618,1006.981,1877.708,27.574316351330673,108.30999755859375
2010-02-26,151.72945950752583,,,1160.057,18.247821807861328,9.203985559752098,1006.981,1885.635,28.137612775396477,109.43000030517578
2010-03-01,152.72687857577955,,,1161.573,18.407014846801758,9.29843965369091,1006.981,1896.821,27.792366747702328,109.43000030517578
2010-03-02,153.01263343708368,,,1164.693,18.486614227294922,9.302456247700235,1006.981,1904.63,28.03767409346187,111.0199966430664
2010-03-03,153.0321861398124,,,1166.36,18.506511688232422,9.282360702218378,1006.981,1902.272,28.491946185797104,111.62999725341797
2010-03-04,153.41758041476533,,,1165.444,18.78510856628418,9.320541609862143,1006.981,1899.769,28.210296240853694,110.83000183105469
2010-03-05,154.42948273484276,,,1167.169,19.203001022338867,9.533560679687424,1006.981,1901.69,28.47377488620517,110.80999755859375
2010-03-08,154.2814454258148,,,1167.411,19.203001022338867,9.652126913117419,1006.981,1903.302,28.410177070543924,109.87999725341797
2010-03-09,154.59304666668197,,,1167.19,19.2228946685791,9.684281043431909,1006.981,1910.714,28.15578407498841,109.72000122070312
2010-03-10,154.90415880275054,,,1168.259,19.302492141723633,9.73653260554354,1006.981,1907.173,28.419262720339887,108.47000122070312
2010-03-11,155.2388107667777,,,1169.163,19.501482009887695,9.784760028384708,1006.981,1900.34,28.35566317176813,108.5999984741211
2010-03-12,155.3428052529921,,,1169.138,19.680583953857422,9.857105878434673,1006.981,1898.39,28.146698425192444,107.94999694824219
2010-03-15,155.36715342701282,,,1167.909,19.640789031982422,9.82897525861888,1006.981,1895.966,27.837793263771648,108.36000061035156
2010-03-16,156.35315261063826,,,1169.931,19.799978256225586,10.084192458869014,1006.981,1908.466,28.255724489833526,110.4000015258789
2010-03-17,156.98824866548964,,,1172.003,20.038774490356445,10.206775915080094,1006.981,1923.514,28.54645835166239,109.58999633789062
2010-03-18,156.7752932284757,,,1172.016,19.76017951965332,10.166582937801099,1006.981,1921.008,28.455603586613243,110.33999633789062
2010-03-19,156.21245779022908,,,1171.383,19.541276931762695,10.080173978544401,1006.981,1911.466,27.983160194686082,108.27999877929688
2010-03-22,156.92297817612308,,,1170.438,19.600984573364258,10.184672701365335,1006.981,1916.023,28.064929309939266,107.75
2010-03-23,157.46093664134915,,,1172.182,19.879579544067383,10.15653453628841,1006.981,1925.619,27.937733678616766,108.31999969482422
2010-03-24,156.3805621638518,,,1171.308,19.640789031982422,10.188694954320512,1006.981,1915.411,27.692426332857217,106.30000305175781
2010-03-25,155.99994493876616,,,1171.571,19.501482009887695,10.204726119139204,1006.981,1915.859,27.55614505173875,106.77999877929688
2010-03-26,156.08667853182283,,,1172.4,19.62088394165039,10.16819699491161,1006.981,1909.324,27.501632885873462,108.58999633789062
2010-03-29,156.60058321971306,,,1174.963,19.76017951965332,10.212837903627985,1006.981,1927.518,28.110357558919095,108.75
2010-03-30,156.72729251963807,,,1174.366,19.72037696838379,10.19254429504141,1006.981,1932.713,28.346579254882677,107.97000122070312
2010-03-31,156.5313698578928,,,1176.09,19.700485229492188,10.101232802364125,1015.063,1935.989,28.310236655698816,108.94999694824219
2010-04-01,157.0438541885068,,,1179.656,19.93927574157715,10.147904015096799,1015.063,1947.552,28.964387844813768,110.26000213623047
2010-04-02,157.0438541885068,,,1179.656,19.93927574157715,10.147904015096799,1015.063,1948.582,28.964387844813768,110.26000213623047
2010-04-05,157.25321221263815,,,1182.237,20.158172607421875,10.358937423700812,1015.063,1956.708,29.4186616700595,110.88999938964844
2010-04-06,157.6604047461522,,,1182.871,20.237760543823242,10.567945558462615,1015.063,1963.604,29.364147771283708,111.02999877929688
2010-04-07,157.50042510469632,,,1183.953,20.11837387084961,10.34067600544582,1015.063,1961.879,29.282378656030524,112.48999786376953
2010-04-08,157.75937789136634,,,1183.37,20.277563095092773,10.344735984706656,1015.063,1959.182,29.09158520904677,112.6500015258789
2010-04-09,158.45577218794728,,,1184.235,20.4566650390625,10.50909440794743,1015.063,1960.641,29.082497826340298,113.63999938964844
2010-04-12,158.7766907371965,,,1184.172,20.576059341430664,10.440106827873016,1015.063,1955.946,28.928046978540408,113.01000213623047
2010-04-13,158.9682145049942,,,1183.136,20.476566314697266,10.677521613253695,1015.063,1948.128,29.04615696006694,112.69000244140625
2010-04-14,159.89162015506997,,,1185.634,20.934249877929688,10.687663701758774,1015.063,1963.954,29.48225948572075,113.02999877929688
2010-04-15,160.07709011755537,,,1188.469,20.854652404785156,10.421844780846262,1015.063,1971.873,29.627626416635184,113.6500015258789
2010-04-16,158.90658370637652,,,1184.215,20.476566314697266,10.204726119139204,1015.063,1954.248,29.064328259658872,111.23999786376953
2010-04-19,159.11348251458574,,,1182.55,20.476566314697266,10.243274229491396,1015.063,1942.689,28.728167881760687,111.1500015258789
2010-04-20,160.00052087221363,,,1185.131,20.615854263305664,10.403585248906554,1015.063,1957.788,28.782680047625973,111.45999908447266
2010-04-21,160.0274467121603,,,1186.118,20.5163631439209,10.598383141869547,1015.063,1962.142,28.855363513083187,112.30999755859375
2010-04-22,160.16915125110927,,,1184.526,20.4168643951416,10.75259821906172,1015.063,1955.451,28.864449162879154,111.83999633789062
2010-04-23,160.6278813399717,,,1187.544,20.715356826782227,10.892613114803263,1015.063,1956.483,29.218780840369273,113.19000244140625
2010-04-26,160.30070747291796,,,1187.794,20.635757446289062,10.961604467508243,1015.063,1968.193,29.05524260986291,112.75
2010-04-27,158.58606236176072,,,1184.102,19.919376373291016,10.614615513651765,1015.063,1951.91,28.428348370135854,114.62999725341797
2010-04-28,158.98581212610605,,,1183.794,19.799978256225586,10.651140865248793,1015.063,1947.302,28.66456833318893,114.30999755859375
2010-04-29,160.27922555037495,,,1185.33,20.31736183166504,11.091472244570616,1015.063,1962.907,28.99164479420166,114.27999877929688
2010-04-30,159.01936880422832,,,1185.549,20.058673858642578,10.746512965958676,1017.689,1962.837,29.200609540777343,115.36000061035156
2010-05-03,160.08887254577363,,,1184.426,20.21786880493164,11.079296708190434,1017.689,1967.141,29.373235153990187,115.7300033569336
2010-05-04,158.24624857198162,,,1179.85,19.441781997680664,10.81956241160921,1017.689,1947.993,28.44651793681728,114.87000274658203
2010-05-05,157.93062451143672,,,1176.74,18.80500602722168,10.667371979487486,1017.689,1945.548,27.692426332857217,115.08999633789062
2010-05-06,155.51959217805836,,,1172.064,18.028921127319336,10.239216765317607,1017.689,1937.159,26.593088701202998,118.48999786376953
2010-05-07,153.99486811730915,,,1166.484,17.650835037231445,10.066740269870444,1017.689,1916.736,26.511319585949817,118.2699966430664
2010-05-10,157.43602496556272,,,1173.461,18.74530792236328,10.730278079089418,1017.689,1930.551,27.047360793538235,117.56999969482422
2010-05-11,157.2484499045582,,,1172.614,18.70550537109375,10.742453615469602,1017.689,1938.515,26.929249079101186,120.66000366210938
2010-05-12,158.38712765345704,,,1174.961,19.103500366210938,10.916965445107152,1017.689,1946.957,27.210899024044597,121.4000015258789
2010-05-13,157.39097844280053,,,1175.13,18.964202880859375,10.772892456420058,1017.689,1954.766,26.892908212827834,120.55999755859375
2010-05-14,156.12033700599804,,,1170.915,18.34731674194336,10.440106827873018,1017.689,1960.33,25.948021428973508,120.37000274658203
2010-05-17,156.02780607539026,,,1167.896,18.26772117614746,10.42387256977552,1017.689,1953.271,25.25752764067469,119.36000061035156
2010-05-18,155.25496238269346,,,1168.16,17.770227432250977,10.158055535178294,1017.689,1958.554,25.121246359556224,119.48999786376953
2010-05-19,154.7974408972769,,,1160.451,17.67073631286621,10.07282552297349,1017.689,1944.445,24.97587942864179,116.62999725341797
2010-05-20,152.04304546013847,,,1151.0,16.894651412963867,9.585823559690757,1017.689,1928.78,24.21270217488576,115.83999633789062
2010-05-21,153.33865307681572,,,1150.496,17.451841354370117,9.896283389319642,1017.689,1927.214,24.485266470033203,115.22000122070312
2010-05-24,152.21471861944568,,,1150.86,17.033952713012695,9.6974305472699,1017.689,1931.679,24.412583004575982,116.83999633789062
2010-05-25,152.52823186286346,,,1147.791,16.9145565032959,9.79888790108283,1017.689,1940.548,24.103677843155186,117.36000061035156
2010-05-26,151.87266527814413,,,1149.981,16.95435333251953,9.760330987925983,1017.689,1939.541,24.40349735478002,118.47000122070312
2010-05-27,154.1283666583748,,,1153.397,17.82992935180664,10.289947957311117,1017.689,1928.068,25.321127189246447,118.69000244140625
2010-05-28,153.30807194505843,,,1154.212,17.47174072265625,10.135732251347184,1017.689,1935.179,25.2302724241973,118.87999725341797
2010-05-31,153.30807194505843,,,1154.212,17.47174072265625,10.135732251347184,994.375,1935.08,25.2302724241973,118.87999725341797
2010-06-01,151.91557722012007,,,1150.862,17.17325210571289,9.938895880334998,994.375,1935.078,24.703316866404855,119.91000366210938
2010-06-02,153.78940436637728,,,1152.86,17.710533142089844,10.158055535178297,994.375,1935.967,25.066734193690937,119.77999877929688
2010-06-03,154.00270610392718,,,1153.394,17.591136932373047,10.131674158401632,994.375,1926.943,25.25752764067469,117.95999908447266
2010-06-04,151.78316678039877,,,1151.247,16.854854583740234,9.581764837973443,994.375,1949.968,24.512521686510595,119.19000244140625
2010-06-07,150.98363931268605,,,1148.939,16.496667861938477,9.533064578767993,994.375,1958.296,24.476180820237243,121.48999786376953
2010-06-08,151.68613078673772,,,1147.865,16.596158981323242,9.699460851286199,994.375,1963.668,24.676059917016964,121.0
2010-06-09,151.23563989628556,,,1146.592,16.556367874145508,9.748157966632842,994.375,1954.476,24.984965078437767,120.55999755859375
2010-06-10,153.110280159158,,,1149.155,17.292648315429688,10.156020200987909,994.375,1943.955,25.539177585618113,118.97000122070312
2010-06-11,153.9521477823985,,,1149.718,17.49163818359375,10.261537534061677,994.375,1949.608,25.30295588965453,120.01000213623047
2010-06-14,153.75918278229776,,,1149.102,17.650835037231445,10.383287867689422,994.375,1931.153,25.60277540127936,119.5999984741211
2010-06-15,155.5535183919676,,,1150.935,18.18812370300293,10.608529003005199,994.375,1928.714,26.029790544226692,120.98999786376953
2010-06-16,155.7048347620727,,,1150.141,18.068729400634766,10.531420206865592,994.375,1928.598,26.384123954627324,120.33000183105469
2010-06-17,156.15989367490133,,,1153.27,18.009031295776367,10.54765446496309,994.375,1929.918,26.138816608867774,121.9000015258789
2010-06-18,156.12341852494856,,,1153.712,17.90017318725586,10.517216881556154,994.375,1928.457,26.23875529080238,122.83000183105469
2010-06-21,155.81591270851604,,,1153.618,17.839696884155273,10.442133359258754,994.375,1925.151,26.293269189578176,120.38999938964844
2010-06-22,154.72697889507302,,,1151.274,17.597803115844727,10.147904015096803,994.375,1931.589,26.06613314341056,121.44999694824219
2010-06-23,154.69973130937015,,,1150.441,17.738910675048828,10.153991783286894,994.375,1928.102,25.693630166328514,120.94999694824219
2010-06-24,153.1832832014541,,,1149.35,17.376070022583008,9.944822682954275,994.375,1929.917,25.820825797651015,121.30000305175781
2010-06-25,153.6520964788738,,,1149.32,17.597803115844727,10.198610684991634,994.375,1931.939,26.44772177028858,122.76000213623047
2010-06-28,153.85068938149797,,,1148.849,17.456707000732422,10.0819496299975,994.375,1937.696,25.966192728565456,121.08999633789062
2010-06-29,151.46204584669513,,,1145.236,16.791492462158203,9.758574199625723,994.375,1937.644,25.321127189246468,121.2699966430664
2010-06-30,150.69028499414958,,,1143.329,16.610069274902344,9.6623802942242,989.822,1930.519,25.248443723789254,121.68000030517578
2010-07-01,150.26061361493046,,,1142.066,16.771331787109375,9.643961054257195,989.822,1921.436,24.903195963184594,117.04000091552734
2010-07-02,149.66247305884912,,,1140.531,16.690698623657227,9.459757965467208,989.822,1914.239,24.58520515196783,118.48999786376953
2010-07-05,149.66247305884912,,,1140.531,16.690698623657227,9.459757965467208,989.822,1916.122,24.58520515196783,118.48999786376953
2010-07-06,150.39490713285093,,,1140.507,16.771331787109375,9.275555505448981,989.822,1914.911,24.794171631454027,116.51000213623047
2010-07-07,153.04473500307734,,,1141.765,17.43654441833496,9.717645559386348,989.822,1913.182,25.366553705315795,117.7300033569336
2010-07-08,153.81958740282974,,,1141.29,17.658283233642578,9.822018527855077,989.822,1902.432,25.611861051075337,117.20999908447266
2010-07-09,154.36258641240616,,,1144.219,17.839696884155273,9.950959495341722,989.822,1900.636,25.802654498059088,118.36000061035156
2010-07-12,154.5250794374366,,,1143.531,17.759063720703125,9.987798604047493,989.822,1903.909,25.40289457158914,117.33999633789062
2010-07-13,155.65650257668287,,,1147.119,18.061433792114258,10.206794778232926,989.822,1899.155,25.95710707876949,118.36000061035156
2010-07-14,155.94479348631265,,,1147.92,18.061433792114258,10.147445011711264,989.822,1898.492,25.95710707876949,118.30000305175781
2010-07-15,156.280721836749,,,1147.948,18.242862701416016,10.124930581264806,989.822,1905.839,25.975278378361416,118.2300033569336
2010-07-16,153.9818002325268,,,1146.232,17.577648162841797,9.813834434613781,989.822,1908.406,25.6209467008713,116.66999816894531
2010-07-19,154.37581316780393,0.08,0.00785917351083502,1145.142,17.738910675048828,9.926404071759029,989.822,1902.088,25.66637321694062,115.7300033569336
2010-07-20,155.48191684281394,0.07,0.006876776821980644,1146.682,17.759063720703125,10.096276194572091,989.822,1904.832,25.82991144744698,116.6500015258789
2010-07-21,154.63172869732244,0.08,0.00785917351083502,1149.086,17.497020721435547,9.901841731686961,989.822,1911.048,25.66637321694062,115.8499984741211
2010-07-22,156.39129332387662,0.05,0.004911983444271888,1152.11,18.061433792114258,10.257966739230904,989.822,1915.416,26.320524406055572,116.86000061035156
2010-07-23,157.02792157702189,0.06,0.0058943801331262655,1153.554,18.26301383972168,10.378721098389208,989.822,1906.47,26.39320787151279,116.08999633789062
2010-07-26,158.01674854866857,0.06,0.0058943801331262655,1154.977,18.58553695678711,10.646831263598836,989.822,1903.335,26.284183539782216,115.5199966430664
2010-07-27,157.79950996612308,0.06,0.0058943801331262655,1153.823,18.625850677490234,10.644782725201468,989.822,1894.961,25.938935779177555,113.51000213623047
2010-07-28,157.4276002828323,0.06,0.0058943801331262655,1154.708,18.525068283081055,10.628417053805919,989.822,1897.841,26.01161924463477,113.77999877929688
2010-07-29,157.0807724692266,0.07,0.006876776821980643,1156.15,18.56538200378418,10.534264141540632,989.822,1904.931,26.40229352130875,114.29000091552734
2010-07-30,157.41711431122525,0.06,0.005894380133126265,1157.412,18.464595794677734,10.571110795507536,989.822,1921.502,26.702113032933582,115.48999786376953
2010-08-02,159.41108705672661,0.06,0.005894380133126265,1158.56,18.867746353149414,10.89243454362314,989.822,1928.316,27.256325540113927,115.54000091552734
2010-08-03,159.22295049546915,0.06,0.005894380133126265,1158.084,18.746803283691406,10.835128285324757,989.822,1934.6,27.519804185465404,115.98999786376953
2010-08-04,159.62680797041713,0.06,0.005894380133126265,1158.687,18.827428817749023,10.869920741948443,989.822,1937.073,27.719683282245125,116.72000122070312
2010-08-05,159.81307071638955,0.06,0.005894380133126265,1159.859,18.807273864746094,10.734842962074348,989.822,1940.416,27.637914166991944,116.9800033569336
2010-08-06,159.80919908685965,0.06,0.005894380133126265,1159.587,18.787113189697266,10.700047990363618,989.822,1941.86,27.28358248950183,117.83999633789062
2010-08-09,160.32229959622603,0.07,0.006876776821980642,1160.482,18.787113189697266,10.80647264108852,989.822,1944.899,27.301752056183254,117.4000015258789
2010-08-10,160.09817686059748,0.07,0.006876776821980642,1157.53,18.56538200378418,10.722558019407748,989.822,1939.823,26.983762977876996,117.7300033569336
2010-08-11,157.74756362458933,0.07,0.006876776821980642,1155.223,17.85985565185547,10.464682372152067,989.822,1944.713,26.34778135544347,117.33999633789062
2010-08-12,157.00200247208548,0.07,0.006876776821980642,1156.45,17.920330047607422,10.343924869134959,989.822,1944.682,26.12064530927585,118.7699966430664
2010-08-13,156.98771933288893,0.06,0.005894380133126264,1156.408,17.77922248840332,10.321409809916739,989.822,1946.0,25.86625231372034,118.73999786376953
2010-08-16,157.39377927163954,0.07,0.006876776821980641,1158.757,17.85985565185547,10.331641812783642,989.822,1962.707,25.775399281581702,119.7300033569336
2010-08-17,158.24251541025959,0.07,0.006876776821980641,1159.763,18.162221908569336,10.556781087074137,989.822,1964.006,26.111559659479884,119.75
2010-08-18,158.354445053399,0.07,0.006876776821980641,1160.646,18.182382583618164,10.558824595297416,989.822,1966.722,26.066133143410564,120.22000122070312
2010-08-19,156.9593597182822,0.07,0.006876776821980641,1160.22,17.759063720703125,10.31936127151937,989.822,1964.813,25.79356884826312,120.38999938964844
2010-08-20,156.4498475443155,0.07,0.006876776821980641,1158.155,17.658283233642578,10.28866526291866,989.822,1965.978,25.675458866736587,119.97000122070312
2010-08-23,156.17292988481196,0.06,0.005894380133126263,1158.016,17.698591232299805,10.239542469089812,989.822,1970.079,25.37563935511175,119.77999877929688
2010-08-24,155.27376184903443,0.07,0.00687677682198064,1157.908,17.456707000732422,10.194516123283941,989.822,1977.013,24.921367262776517,120.36000061035156
2010-08-25,155.3479218565842,0.06,0.005894380133126262,1156.666,17.497020721435547,10.327548508619474,989.822,1975.222,25.257527640674706,121.36000061035156
2010-08-26,155.01083577597356,0.06,0.005894380133126262,1156.165,17.396228790283203,10.270241621549328,989.822,1976.443,25.384725004907715,120.95999908447266
2010-08-27,155.71698226780526,0.07,0.006876776821980639,1156.807,17.839696884155273,10.433980704605508,989.822,1969.571,26.0297905442267,121.01000213623047
2010-08-30,154.83386306737066,0.06,0.005894380133126261,1156.735,17.47686004638672,10.337781140258137,989.822,1975.871,25.657287567144646,120.91000366210938
2010-08-31,155.1126354807765,0.06,0.005894380133126261,1159.345,17.497020721435547,10.433980704605508,997.493,1988.185,25.239358073993277,122.08000183105469
2010-09-01,157.42026512266997,0.06,0.005894380133126261,1158.361,18.162221908569336,10.763487288418885,997.493,1977.902,25.69363016632851,121.69000244140625
2010-09-02,158.04499743364292,0.06,0.005894380133126261,1160.671,18.28317642211914,10.898575128641156,997.493,1979.295,25.966192728565446,122.29000091552734
2010-09-03,158.93363824907934,0.06,0.005894380133126261,1161.509,18.50490951538086,11.041842031930635,997.493,1971.94,26.08430271009198,121.86000061035156
2010-09-06,158.93363824907934,0.06,0.005894380133126261,1161.509,18.50490951538086,11.041842031930635,997.493,1970.624,26.08430271009198,121.86000061035156
2010-09-07,158.3273181225059,0.06,0.005894380133126261,1161.967,18.222698211669922,10.888343754546014,997.493,1989.306,26.120645309275847,122.69999694824219
2010-09-08,158.83066265425674,0.06,0.005894380133126261,1161.128,18.3234920501709,10.894480566933465,997.493,1982.687,26.14790225866374,122.70999908447266
2010-09-09,158.78844296079365,0.06,0.005894380133126261,1162.014,18.383960723876953,10.81261448365006,997.493,1976.894,26.057047493614593,121.55999755859375
2010-09-10,159.1012980593547,0.06,0.005894380133126261,1162.28,18.58553695678711,10.855598578776174,997.493,1965.209,26.402293521308746,121.7300033569336
2010-09-13,160.48027006557393,0.06,0.005894380133126261,1164.364,18.948375701904297,11.025467557730432,997.493,1973.724,26.711198682729542,121.62000274658203
2010-09-14,160.73014056199602,0.06,0.005894380133126261,1166.181,19.00885772705078,10.992718609330025,997.493,1990.692,26.683943466252156,124.0199966430664
2010-09-15,160.89101803160267,0.06,0.005894380133126261,1167.185,18.988698959350586,11.078684284495209,997.493,1972.688,26.556746102019147,123.94000244140625
2010-09-16,160.64874095139257,0.06,0.005894380133126261,1168.119,18.92823028564453,11.019326972712413,997.493,1962.943,26.411379171104713,124.62999725341797
2010-09-17,160.82545573545318,0.06,0.005894380133126261,1169.018,18.899864196777344,11.052077178656342,997.493,1972.028,26.375038304831357,124.54000091552734
2010-09-20,162.53143223590598,0.06,0.005894380133126261,1171.926,19.244237899780273,11.299725224447444,997.493,1980.217,26.52040523574579,124.87000274658203
2010-09-21,162.90681447433334,0.06,0.005894380133126261,1172.226,19.426546096801758,11.121665864534279,997.493,1983.528,26.247840940598348,126.01000213623047
2010-09-22,162.50874514354325,0.06,0.005894380133126261,1172.948,19.264488220214844,11.007048317763424,997.493,1994.108,26.27509788998625,126.19999694824219
2010-09-23,161.78708695470863,0.06,0.005894380133126261,1173.019,19.082176208496094,10.760130904758613,997.493,1990.864,26.3114387562596,126.30000305175781
2010-09-24,163.51988789821743,0.06,0.005894380133126261,1174.676,19.629117965698242,11.053289450611567,997.493,2006.106,26.765710848594836,126.69000244140625
2010-09-27,163.51809459486125,0.06,0.005894380133126261,1175.992,19.58860206604004,10.943874361391304,997.493,2012.997,26.63851521727233,126.72000122070312
2010-09-28,164.0801439216025,0.06,0.005894380133126261,1177.643,19.750667572021484,10.972777741701378,997.493,2020.276,26.620343917680398,127.8499984741211
2010-09-29,163.75144928760412,0.06,0.005894380133126261,1178.484,19.710145950317383,10.892266032791188,997.493,2019.997,26.9565060284891,127.94999694824219
