,60/40,BTC,ETH,HFs,PE,RealEstate,Macro,SG CTA,Commodities,Gold
2014-08-20,256.22841298805514,514.21,50.51582013758092,1242.86,31.421306610107422,17.624664306640565,1041.473,1979.903,28.110357558919166,124.22000122070312
2014-08-21,256.8935053148751,522.72,51.35183971979598,1244.39,31.58189582824707,17.69340133666986,1041.473,1980.641,28.237553190241666,122.87999725341797
2014-08-22,256.6630343876152,516.93,50.783032036949294,1244.49,31.501602172851562,17.5765476226806,1041.473,1985.952,28.18304102437638,123.19000244140625
2014-08-25,257.5242259825815,505.47,49.65720543152218,1246.22,31.66219139099121,17.549053192138608,1041.473,1996.668,28.192126674172346,122.73999786376953
2014-08-26,257.6054187440897,509.84,50.08651278455154,1247.56,31.715713500976562,17.55730056762689,1041.473,2006.085,28.2557244898336,123.3499984741211
2014-08-27,257.8275159122769,517.01,50.79089121046013,1248.27,31.84954261779785,17.591669082641538,1041.473,2014.414,28.30115100590292,123.31999969482422
2014-08-28,257.87944738521645,508.15,49.92048774413515,1247.26,31.769235610961914,17.61092376708978,1041.473,2014.014,28.37383447136014,124.0
2014-08-29,258.33094760917106,509.35,50.038375346797686,1249.57,31.769235610961914,17.638408660888604,1041.473,2019.907,28.619141817119683,123.86000061035156
2014-09-01,258.33094760917106,481.87,47.33874924582586,1249.57,31.769235610961914,17.638408660888604,1041.473,2022.941,28.619141817119683,123.86000061035156
2014-09-02,257.59685725934634,478.21,46.979192057705156,1251.4,31.822776794433594,17.617797851562432,1041.473,2021.861,28.05584366014337,121.6500015258789
2014-09-03,257.6587695477427,476.63,46.823973380866164,1251.21,31.90306854248047,17.700283050537042,1041.473,2024.442,28.392005770952068,122.1500015258789
2014-09-04,257.0707911150029,487.1,47.85254271409671,1252.0,31.66219139099121,17.631542205810483,1041.473,2046.502,28.273895789425534,121.4800033569336
2014-09-05,257.79782745169126,478.42,46.999822388171104,1251.96,31.688949584960938,17.76901817321771,1041.473,2050.729,28.146698425192525,122.05999755859375
2014-09-08,257.28686493777576,469.77,46.150049252312066,1251.61,31.394546508789062,17.62466430664056,1041.473,2049.812,28.010417144074054,120.7300033569336
2014-09-09,256.06701365582,473.01,46.468345779500886,1250.62,31.233957290649414,17.53530120849603,1041.473,2032.758,27.855964563363653,120.87000274658203
2014-09-10,256.3929990666894,483.24,47.47333759219892,1249.3,31.314266204833984,17.36345291137689,1041.473,2029.311,27.583402001126718,120.26000213623047
2014-09-11,256.44358631912064,475.52,46.714927348403336,1250.54,31.287490844726562,17.26034927368158,1041.473,2025.987,27.565230701534784,119.47000122070312
2014-09-12,255.15403609686115,471.48,46.318039086106175,1248.93,31.260719299316406,16.881597518920838,1041.473,2015.071,27.33809465536717,118.37999725341797
2014-09-15,255.22432062563894,475.62,46.72475131529188,1247.41,31.07337188720703,16.816295623779236,1041.473,2008.646,27.356265954959103,118.63999938964844
2014-09-16,256.3573152939572,463.89,45.5723999992657,1246.77,31.126901626586914,16.85548019409174,1041.473,2007.312,27.646999816787968,118.83000183105469
2014-09-17,256.3113695027428,444.81,43.69798711693155,1246.77,31.100139617919922,16.923528671264588,1041.473,2016.594,27.519804185465464,117.54000091552734
2014-09-18,257.0718625450653,417.44,41.00916737953712,1249.94,31.207189559936523,16.792924880981385,1041.473,2026.203,27.2018133742487,117.77999877929688
2014-09-19,257.3137734059117,396.47,38.9490815230095,1250.3,31.04763412475586,16.77230453491205,1041.473,2047.773,27.219982940930127,117.08999633789062
2014-09-22,256.32291291430306,402.47,39.53851953632212,1246.39,30.777175903320312,16.669191360473572,1041.473,2046.596,26.965591678285122,116.8499984741211
2014-09-23,255.65116988228974,448.34,44.04477314809714,1243.65,30.58786392211914,16.593582153320252,1041.473,2037.755,27.001932544558482,117.5999984741211
2014-09-24,256.5734330051691,428.4,42.08587415052151,1245.27,30.533777236938477,16.614364624023377,1041.473,2048.487,27.17455642486081,117.05000305175781
2014-09-25,254.55704315313687,407.43,40.02578829399389,1241.25,30.209226608276367,16.468870162963807,1041.473,2043.031,27.083701659811663,117.38999938964844
2014-09-26,255.55577610282828,407.29,40.01203474034993,1243.48,30.290382385253906,16.614364624023377,1041.473,2052.667,27.20181337424871,117.05999755859375
2014-09-29,255.59932340529184,375.22,36.861488559193944,1241.77,30.07401466369629,16.54507827758783,1041.473,2043.836,27.365351604755073,117.02999877929688
2014-09-30,255.10288972729472,389.68,38.282034171277374,1240.01,30.019920349121094,16.586658477783143,1033.613,2058.82,26.88382256303194,116.20999908447266
2014-10-01,253.88588004141917,383.45,37.67000103412109,1233.22,29.641284942626953,16.53122520446771,1033.613,2058.06,26.80205344777876,116.7699966430664
2014-10-02,253.60334527290468,376.86,37.02260161616606,1230.56,29.47902488708496,16.4965858459472,1033.613,2040.553,26.774796498390867,116.73999786376953
2014-10-03,255.23627386585088,358.65,35.23365724576223,1236.54,29.45197296142578,16.55893516540521,1033.613,2065.173,26.45680742008461,114.61000061035156
2014-10-06,255.22533932262678,333.34,32.7472112262718,1235.74,29.614240646362305,16.628225326538022,1033.613,2054.495,26.711198682729613,116.02999877929688
2014-10-07,253.47311316370067,330.68,32.48589370703654,1228.24,29.046300888061523,16.48480415344232,1033.613,2045.36,26.438636120492674,116.36000061035156
2014-10-08,256.4640321468424,350.6,34.44282791123446,1227.49,29.45197296142578,16.801433563232354,1033.613,2054.74,26.311438756259662,117.47000122070312
2014-10-09,253.2566266800627,366.31,35.986173109424676,1219.7,28.72176742553711,16.711364746093682,1033.613,2052.555,25.84808274703897,117.63999938964844
2014-10-10,251.95192537196095,358.05,35.174713444430964,1212.78,28.20791244506836,16.6975078582763,1033.613,2057.402,25.88442361331233,117.58999633789062
2014-10-13,250.06289753485188,388.77,38.192636072591604,1208.15,27.937456130981445,16.6975078582763,1033.613,2054.326,25.72997103260193,118.5199966430664
2014-10-14,250.49534686913051,407.23,40.00614036021679,1205.92,27.910415649414062,16.870718002319265,1033.613,2067.753,25.193929825013512,118.58999633789062
2014-10-15,250.10062539518938,391.87,38.497179046136466,1197.89,27.775188446044922,16.85963249206536,1033.613,2075.084,24.91228161298061,118.98999786376953
2014-10-16,249.6902473277477,383.19,37.644458720210864,1199.44,27.829273223876953,16.870718002319265,1033.613,2050.672,25.15758895874016,119.22000122070312
2014-10-17,251.0935353841511,381.6,37.48825764668302,1207.15,28.289051055908203,16.930301666259695,1033.613,2049.1,25.33724784851067,118.98999786376953
2014-10-20,252.66327137131316,385.22,37.8438852480483,1209.3,28.5865421295166,17.117368698120046,1033.613,2055.298,25.227457046508718,119.80000305175781
2014-10-21,255.3060887446154,386.69,37.98829756130989,1215.22,29.208572387695312,17.2725639343261,1033.613,2054.628,25.467004776000906,120.0199966430664
2014-10-22,254.20435080641386,384.19,37.7426983890963,1213.27,28.992206573486328,17.258707046508718,1033.613,2062.172,25.467004776000906,119.33999633789062
2014-10-23,255.51048328716226,359.65,35.33189691464766,1216.51,29.12743377685547,17.41459846496575,1033.613,2056.183,25.432062149047784,118.5199966430664
2014-10-24,256.76460909768383,358.09,35.17864303118637,1216.87,29.47902488708496,17.40420913696282,1033.613,2060.67,25.315788269042905,118.3499984741211
2014-10-27,256.6633744927574,351.88,34.5685746874078,1214.15,29.316757202148438,17.48042297363274,1033.613,2058.893,24.928018569946225,118.05999755859375
2014-10-28,258.15494577547804,355.88,34.96153336294955,1218.34,29.641284942626953,17.584344863891527,1033.613,2057.091,25.43706321716302,118.0999984741211
2014-10-29,257.5765763232133,341.22,33.52133981708904,1216.91,29.641284942626953,17.487348556518484,1033.613,2047.544,25.57679557800286,116.41000366210938
2014-10-30,258.6717428341958,347.62,34.15007369795584,1219.5,29.69537353515625,17.580877304077077,1033.613,2070.402,25.37717056274407,115.19000244140625
2014-10-31,260.2753460112686,342.38,33.635297832996145,1223.59,30.019920349121094,17.743700027465753,1026.725,2092.617,25.307300567626886,112.66000366210938
2014-11-03,260.32221039173595,327.51,32.17447395666969,1222.81,29.803552627563477,17.916906356811452,1026.725,2093.366,25.047784805297788,112.1500015258789
2014-11-04,259.76855482954664,327.55,32.178403543425105,1218.17,29.938777923583984,17.882266998290945,1026.725,2100.585,24.72838973999017,112.22000122070312
2014-11-05,260.78482639013725,339.76,33.3779099005163,1221.33,29.911741256713867,17.847627639770437,1026.725,2106.513,24.913042068481385,109.79000091552734
2014-11-06,261.09786576170706,349.63,34.34753543241557,1221.92,29.830612182617188,17.693124771118093,1026.725,2109.925,24.947980880737244,109.87999725341797
2014-11-07,261.907600104693,342.67,33.66378733697292,1222.26,30.019920349121094,17.695198059081957,1026.725,2103.028,25.127639770507756,112.97000122070312
2014-11-10,261.9798004257528,365.92,35.94785963855935,1220.26,30.23628807067871,17.736772537231374,1026.725,2107.815,24.918039321899357,110.45999908447266
2014-11-11,262.1451769885625,367.91,36.14335657964137,1221.52,30.263324737548828,17.79219818115227,1026.725,2105.591,24.965944290161076,112.04000091552734
2014-11-12,261.93471177704004,426.3,41.87957084586208,1221.89,30.182186126708984,17.709056854247972,1026.725,2110.88,24.85815238952631,111.5
2014-11-13,262.28136982026206,404.73,39.76054118800318,1221.97,30.23628807067871,17.729841232299734,1026.725,2125.384,24.379055023193306,111.66999816894531
2014-11-14,262.5376094856792,396.45,38.94711672963176,1220.89,30.317415237426758,17.688272476196218,1026.725,2121.534,24.678491592407173,114.47000122070312
2014-11-17,262.5200140945619,385.86,37.90675863613498,1219.01,30.263324737548828,17.743700027465753,1026.725,2129.783,24.73338127136225,114.05000305175781
2014-11-18,263.5553644986155,378.73,37.206309796981806,1221.49,30.804235458374023,17.8129863739013,1026.725,2129.98,24.633571624755806,115.05000305175781
2014-11-19,263.0222888283722,376.69,37.00590087245551,1219.98,30.72308921813965,17.69519805908196,1026.725,2126.585,24.583665847778263,113.68000030517578
2014-11-20,263.48972354304635,357.97,35.16685427092012,1220.28,30.696044921875,17.667486190795827,1026.725,2130.563,24.748355865478462,114.86000061035156
2014-11-21,264.5519292934778,353.8,34.75719485166784,1223.51,30.75012969970703,17.795665740966726,1026.725,2148.938,24.905061721801705,115.38999938964844
2014-11-24,265.1210359772475,378.44,37.177820293005034,1226.81,30.91240692138672,17.833770751953054,1026.725,2152.274,24.813230514526314,115.11000061035156
2014-11-25,265.26146685695767,376.92,37.02849599629917,1227.02,30.804235458374023,17.854558944702077,1026.725,2161.454,24.66650390624995,115.37999725341797
2014-11-26,265.85114493897544,366.6,36.014662613401455,1227.99,30.993534088134766,18.013904571533125,1026.725,2169.262,24.578678131103462,115.16000366210938
2014-11-27,265.85114493897544,369.29,36.278927322703275,1227.99,30.993534088134766,18.013904571533125,1026.725,2181.717,24.578678131103462,115.16000366210938
2014-11-28,265.9144684008874,377.77,37.11199971485178,1227.62,30.804235458374023,18.0762634277343,1026.725,2210.089,23.191291809081978,112.11000061035156
2014-12-01,264.538333405455,378.21,37.15522516916137,1219.9,30.47968101501465,18.06933212280266,1026.725,2192.228,23.27114105224604,116.58000183105469
2014-12-02,265.106388438291,379.37,37.26918318506848,1220.51,30.4526424407959,18.13862228393547,1026.725,2197.049,23.151365280151314,115.13999938964844
2014-12-03,265.76741515709,378.42,37.17585549962731,1222.36,30.533777236938477,18.145547866821214,1026.725,2203.843,23.251180648803665,116.33000183105469
2014-12-04,265.9550007095912,372.94,36.63750211413512,1220.7,30.533777236938477,18.090116500854414,1026.725,2199.607,23.00663757324214,115.87999725341797
2014-12-05,265.6351038986194,378.61,37.19452103671555,1222.26,30.696044921875,17.972333908080977,1026.725,2214.215,22.90682983398433,114.43000030517578
2014-12-08,264.9016726119647,367.72,36.12469104255313,1216.24,30.4526424407959,17.98619461059563,1026.725,2211.954,22.412767410278274,115.77999877929688
2014-12-09,265.17903128602967,352.55,34.63439526556104,1211.11,30.4526424407959,17.916217803955,1026.725,2196.689,22.332908630371048,118.19000244140625
