Date,Daily ROR,Index Value
12/10/2010,0.10%,1203.22
12/09/2010,-0.05%,1202.06
12/08/2010,0.14%,1202.64
12/07/2010,-0.13%,1201.02
12/06/2010,0.16%,1202.62
12/03/2010,0.30%,1200.65
12/02/2010,0.31%,1197.03
12/01/2010,0.34%,1193.31
11/30/2010,-0.16%,1189.23
11/29/2010,-0.09%,1191.1
11/26/2010,-0.06%,1192.17
11/24/2010,0.39%,1192.83
11/23/2010,-0.33%,1188.19
11/22/2010,-0.19%,1192.16
11/19/2010,-0.06%,1194.45
11/18/2010,0.28%,1195.17
11/17/2010,-0.10%,1191.89
11/16/2010,-0.49%,1193.13
11/15/2010,0.18%,1198.99
11/12/2010,-0.29%,1196.8
11/11/2010,-0.06%,1200.34
11/10/2010,-0.20%,1201.07
11/09/2010,0.08%,1203.49
11/08/2010,0.04%,1202.53
11/05/2010,0.15%,1202.06
11/04/2010,0.48%,1200.21
11/03/2010,-0.01%,1194.42
11/02/2010,0.08%,1194.55
11/01/2010,0.10%,1193.65
10/29/2010,0.24%,1192.48
10/28/2010,0.22%,1189.65
10/27/2010,-0.18%,1187.03
10/26/2010,-0.10%,1189.18
10/25/2010,0.11%,1190.39
10/22/2010,-0.09%,1189.05
10/21/2010,0.01%,1190.12
10/20/2010,0.23%,1190
10/19/2010,-0.33%,1187.29
10/18/2010,-0.07%,1191.19
10/15/2010,-0.06%,1192.05
10/14/2010,-0.02%,1192.8
10/13/2010,0.38%,1193
10/12/2010,0.01%,1188.45
10/11/2010,0.17%,1188.33
10/08/2010,0.19%,1186.32
10/07/2010,0.16%,1184.02
10/06/2010,0.21%,1182.12
10/05/2010,0.16%,1179.65
10/04/2010,-0.10%,1177.82
10/01/2010,-0.02%,1178.96
09/30/2010,0.06%,1179.23
09/29/2010,0.07%,1178.48
09/28/2010,0.14%,1177.64
09/27/2010,0.11%,1175.99
09/24/2010,0.14%,1174.68
09/23/2010,0.01%,1173.02
09/22/2010,0.06%,1172.95
09/21/2010,0.03%,1172.23
09/20/2010,0.25%,1171.93
09/17/2010,0.08%,1169.02
09/16/2010,0.08%,1168.12
09/15/2010,0.09%,1167.19
09/14/2010,0.16%,1166.18
09/13/2010,0.18%,1164.36
09/10/2010,0.02%,1162.28
09/09/2010,0.08%,1162.01
09/08/2010,-0.07%,1161.13
09/07/2010,0.04%,1161.97
09/03/2010,0.07%,1161.51
09/02/2010,0.20%,1160.67
09/01/2010,-0.08%,1158.36
08/31/2010,0.23%,1159.35
08/30/2010,-0.01%,1156.74
08/27/2010,0.06%,1156.81
08/26/2010,-0.04%,1156.17
08/25/2010,-0.11%,1156.67
08/24/2010,-0.01%,1157.91
08/23/2010,-0.01%,1158.02
08/20/2010,-0.18%,1158.15
08/19/2010,-0.04%,1160.22
08/18/2010,0.08%,1160.65
08/17/2010,0.09%,1159.76
08/16/2010,0.20%,1158.76
08/13/2010,0.00%,1156.41
08/12/2010,0.11%,1156.45
08/11/2010,-0.20%,1155.22
08/10/2010,-0.25%,1157.53
08/09/2010,0.08%,1160.48
08/06/2010,-0.02%,1159.59
08/05/2010,0.10%,1159.86
08/04/2010,0.05%,1158.69
08/03/2010,-0.04%,1158.08
08/02/2010,0.10%,1158.56
07/30/2010,0.11%,1157.41
07/29/2010,0.12%,1156.15
07/28/2010,0.08%,1154.71
07/27/2010,-0.10%,1153.82
07/26/2010,0.12%,1154.98
07/23/2010,0.13%,1153.55
07/22/2010,0.26%,1152.11
07/21/2010,0.21%,1149.09
07/20/2010,0.13%,1146.68
07/19/2010,-0.10%,1145.14
07/16/2010,-0.15%,1146.23
07/15/2010,0.00%,1147.95
07/14/2010,0.07%,1147.92
07/13/2010,0.31%,1147.12
07/12/2010,-0.06%,1143.53
07/09/2010,0.26%,1144.22
07/08/2010,-0.04%,1141.29
07/07/2010,0.11%,1141.77
07/06/2010,0.00%,1140.51
07/02/2010,-0.13%,1140.53
07/01/2010,-0.11%,1142.07
06/30/2010,-0.17%,1143.33
06/29/2010,-0.31%,1145.24
06/28/2010,-0.04%,1148.85
06/25/2010,0.00%,1149.32
06/24/2010,-0.09%,1149.35
06/23/2010,-0.07%,1150.44
06/22/2010,-0.20%,1151.27
06/21/2010,-0.01%,1153.62
06/18/2010,0.04%,1153.71
06/17/2010,0.27%,1153.27
06/16/2010,-0.07%,1150.14
06/15/2010,0.16%,1150.94
06/14/2010,-0.05%,1149.1
06/11/2010,0.05%,1149.72
06/10/2010,0.22%,1149.16
06/09/2010,-0.11%,1146.59
06/08/2010,-0.09%,1147.86
06/07/2010,-0.20%,1148.94
06/04/2010,-0.19%,1151.25
06/03/2010,0.05%,1153.39
06/02/2010,0.17%,1152.86
06/01/2010,-0.29%,1150.86
05/28/2010,0.07%,1154.21
05/27/2010,0.30%,1153.4
05/26/2010,0.19%,1149.98
05/25/2010,-0.27%,1147.79
05/24/2010,0.03%,1150.86
05/21/2010,-0.04%,1150.5
05/20/2010,-0.81%,1151
05/19/2010,-0.66%,1160.45
05/18/2010,0.02%,1168.16
05/17/2010,-0.26%,1167.9
05/14/2010,-0.36%,1170.91
05/13/2010,0.01%,1175.13
05/12/2010,0.20%,1174.96
05/11/2010,-0.07%,1172.61
05/10/2010,0.60%,1173.46
05/07/2010,-0.48%,1166.48
05/06/2010,-0.40%,1172.06
05/05/2010,-0.26%,1176.74
05/04/2010,-0.39%,1179.85
05/03/2010,-0.09%,1184.43
04/30/2010,0.02%,1185.55
04/29/2010,0.13%,1185.33
04/28/2010,-0.03%,1183.79
04/27/2010,-0.31%,1184.1
04/26/2010,0.02%,1187.79
04/23/2010,0.25%,1187.54
04/22/2010,-0.13%,1184.53
04/21/2010,0.08%,1186.12
04/20/2010,0.22%,1185.13
04/19/2010,-0.14%,1182.55
04/16/2010,-0.36%,1184.21
04/15/2010,0.24%,1188.47
04/14/2010,0.21%,1185.63
04/13/2010,-0.09%,1183.14
04/12/2010,-0.01%,1184.17
04/09/2010,0.07%,1184.23
04/08/2010,-0.05%,1183.37
04/07/2010,0.09%,1183.95
04/06/2010,0.05%,1182.87
04/05/2010,0.22%,1182.24
04/01/2010,0.30%,1179.66
03/31/2010,0.15%,1176.09
03/30/2010,-0.05%,1174.37
03/29/2010,0.22%,1174.96
03/26/2010,0.07%,1172.4
03/25/2010,0.02%,1171.57
03/24/2010,-0.07%,1171.31
03/23/2010,0.15%,1172.18
03/22/2010,-0.08%,1170.44
03/19/2010,-0.05%,1171.38
03/18/2010,0.00%,1172.02
03/17/2010,0.18%,1172
03/16/2010,0.17%,1169.93
03/15/2010,-0.11%,1167.91
03/12/2010,0.00%,1169.14
03/11/2010,0.08%,1169.16
03/10/2010,0.09%,1168.26
03/09/2010,-0.02%,1167.19
03/08/2010,0.02%,1167.41
03/05/2010,0.15%,1167.17
03/04/2010,-0.08%,1165.44
03/03/2010,0.14%,1166.36
03/02/2010,0.27%,1164.69
03/01/2010,0.13%,1161.57
02/26/2010,0.13%,1160.06
02/25/2010,-0.10%,1158.5
02/24/2010,0.00%,1159.61
02/23/2010,-0.17%,1159.58
02/22/2010,0.01%,1161.61
02/19/2010,0.07%,1161.49
02/18/2010,0.01%,1160.67
02/17/2010,0.18%,1160.56
02/16/2010,0.23%,1158.47
02/12/2010,0.01%,1155.86
02/11/2010,0.17%,1155.7
02/10/2010,0.00%,1153.74
02/09/2010,0.09%,1153.69
02/08/2010,-0.16%,1152.65
02/05/2010,-0.17%,1154.53
02/04/2010,-0.44%,1156.51
02/03/2010,-0.03%,1161.63
02/02/2010,0.21%,1161.99
02/01/2010,0.22%,1159.5
01/29/2010,0.02%,1157.01
01/28/2010,-0.10%,1156.76
01/27/2010,-0.19%,1157.91
01/26/2010,-0.16%,1160.14
01/25/2010,-0.14%,1162
01/22/2010,-0.26%,1163.59
01/21/2010,-0.26%,1166.67
01/20/2010,-0.24%,1169.7
01/19/2010,-0.03%,1172.46
01/15/2010,-0.06%,1172.79
01/14/2010,0.14%,1173.54
01/13/2010,-0.04%,1171.95
01/12/2010,-0.18%,1172.42
01/11/2010,0.21%,1174.49
01/08/2010,0.14%,1172.08
01/07/2010,0.02%,1170.44
01/06/2010,0.41%,1170.23
01/05/2010,0.23%,1165.42
01/04/2010,0.48%,1162.78
12/31/2009,0.19%,1157.23
12/30/2009,-0.08%,1155.05
12/29/2009,0.05%,1155.93
12/28/2009,0.01%,1155.34
12/24/2009,0.24%,1155.19
12/23/2009,0.20%,1152.46
12/22/2009,0.02%,1150.15
12/21/2009,-0.02%,1149.93
12/18/2009,0.07%,1150.19
12/17/2009,-0.17%,1149.42
12/16/2009,0.05%,1151.34
12/15/2009,0.05%,1150.78
12/14/2009,0.11%,1150.15
12/11/2009,-0.03%,1148.89
12/10/2009,-0.02%,1149.2
12/09/2009,0.02%,1149.44
12/08/2009,-0.32%,1149.18
12/07/2009,0.09%,1152.87
12/04/2009,-0.46%,1151.86
12/03/2009,0.04%,1157.13
12/02/2009,0.10%,1156.63
12/01/2009,0.40%,1155.43
11/30/2009,-0.03%,1150.85
11/27/2009,-0.43%,1151.14
11/25/2009,0.24%,1156.07
11/24/2009,-0.03%,1153.35
11/23/2009,0.29%,1153.7
11/20/2009,-0.03%,1150.38
11/19/2009,-0.03%,1150.75
11/18/2009,0.15%,1151.06
11/17/2009,-0.03%,1149.35
11/16/2009,0.51%,1149.73
11/13/2009,0.16%,1143.95
11/12/2009,-0.16%,1142.08
11/11/2009,0.11%,1143.94
11/10/2009,-0.01%,1142.69
11/09/2009,0.31%,1142.76
11/06/2009,0.04%,1139.25
11/05/2009,0.11%,1138.76
11/04/2009,0.23%,1137.54
11/03/2009,0.20%,1134.96
11/02/2009,0.05%,1132.69
10/30/2009,-0.30%,1132.07
10/29/2009,0.42%,1135.53
10/28/2009,-0.53%,1130.82
10/27/2009,-0.21%,1136.79
10/26/2009,-0.45%,1139.14
10/23/2009,-0.18%,1144.34
10/22/2009,-0.07%,1146.41
10/21/2009,0.02%,1147.25
10/20/2009,-0.07%,1146.98
10/19/2009,0.22%,1147.81
10/16/2009,-0.03%,1145.35
10/15/2009,-0.05%,1145.74
10/14/2009,0.27%,1146.27
10/13/2009,0.12%,1143.23
10/12/2009,0.03%,1141.87
10/09/2009,-0.04%,1141.57
10/08/2009,0.35%,1141.98
10/07/2009,0.09%,1138.02
10/06/2009,0.37%,1137
10/05/2009,0.24%,1132.86
10/02/2009,-0.08%,1130.13
10/01/2009,-0.15%,1131.06
09/30/2009,0.45%,1132.74
09/29/2009,0.06%,1127.62
09/28/2009,0.14%,1126.93
09/25/2009,-0.06%,1125.31
09/24/2009,-0.18%,1125.99
09/23/2009,-0.02%,1128
09/22/2009,0.20%,1128.28
09/21/2009,-0.02%,1126.05
09/18/2009,-0.05%,1126.31
09/17/2009,-0.05%,1126.83
09/16/2009,0.32%,1127.37
09/15/2009,0.11%,1123.75
09/14/2009,-0.03%,1122.47
09/11/2009,0.25%,1122.81
09/10/2009,0.20%,1120.02
09/09/2009,0.01%,1117.77
09/08/2009,0.32%,1117.61
09/04/2009,0.21%,1114.1
09/03/2009,0.29%,1111.77
09/02/2009,0.11%,1108.53
09/01/2009,-0.08%,1107.27
08/31/2009,-0.11%,1108.15
08/28/2009,0.10%,1109.33
08/27/2009,0.04%,1108.22
08/26/2009,-0.01%,1107.74
08/25/2009,-0.10%,1107.85
08/24/2009,0.15%,1108.99
08/21/2009,0.17%,1107.31
08/20/2009,0.08%,1105.45
08/19/2009,0.12%,1104.62
08/18/2009,0.19%,1103.27
08/17/2009,-0.33%,1101.23
08/14/2009,-0.18%,1104.84
08/13/2009,0.33%,1106.8
08/12/2009,0.16%,1103.21
08/11/2009,-0.01%,1101.48
08/10/2009,0.07%,1101.55
08/07/2009,-0.05%,1100.75
08/06/2009,0.01%,1101.25
08/05/2009,0.01%,1101.1
08/04/2009,0.21%,1100.97
08/03/2009,0.38%,1098.63
07/31/2009,0.44%,1094.46
07/30/2009,0.50%,1089.62
07/29/2009,-0.30%,1084.24
07/28/2009,-0.11%,1087.48
07/27/2009,0.16%,1088.68
07/24/2009,0.11%,1086.93
07/23/2009,0.18%,1085.7
07/22/2009,0.10%,1083.8
07/21/2009,0.08%,1082.68
07/20/2009,0.15%,1081.84
07/17/2009,0.11%,1080.26
07/16/2009,0.06%,1079.12
07/15/2009,0.11%,1078.45
07/14/2009,0.02%,1077.31
07/13/2009,-0.09%,1077.08
07/10/2009,-0.02%,1078.06
07/09/2009,0.10%,1078.26
07/08/2009,-0.04%,1077.16
07/07/2009,0.02%,1077.57
07/06/2009,-0.24%,1077.34
07/02/2009,0.01%,1079.89
07/01/2009,0.23%,1079.73
06/30/2009,-0.21%,1077.3
06/29/2009,0.09%,1079.62
06/26/2009,0.06%,1078.61
06/25/2009,0.16%,1077.95
06/24/2009,0.16%,1076.23
06/23/2009,0.07%,1074.46
06/22/2009,-0.34%,1073.72
06/19/2009,-0.02%,1077.33
06/18/2009,-0.03%,1077.54
06/17/2009,-0.15%,1077.9
06/16/2009,-0.01%,1079.55
06/15/2009,-0.23%,1079.62
06/12/2009,0.00%,1082.09
06/11/2009,0.54%,1082.07
06/10/2009,0.16%,1076.22
06/09/2009,0.10%,1074.5
06/08/2009,-0.09%,1073.38
06/05/2009,-0.25%,1074.3
06/04/2009,0.17%,1077
06/03/2009,-0.40%,1075.12
06/02/2009,0.18%,1079.46
06/01/2009,0.06%,1077.56
05/29/2009,0.33%,1076.9
05/28/2009,0.14%,1073.4
05/27/2009,0.40%,1071.88
05/26/2009,-0.09%,1067.6
05/22/2009,0.04%,1068.61
05/21/2009,-0.04%,1068.22
05/20/2009,0.19%,1068.69
05/19/2009,0.25%,1066.62
05/18/2009,-0.02%,1063.98
05/15/2009,0.09%,1064.23
05/14/2009,0.37%,1063.27
05/13/2009,-0.04%,1059.32
05/12/2009,0.00%,1059.73
05/11/2009,-0.02%,1059.73
05/08/2009,0.34%,1059.95
05/07/2009,0.39%,1056.39
05/06/2009,0.17%,1052.28
05/05/2009,0.30%,1050.48
05/04/2009,0.20%,1047.37
05/01/2009,0.12%,1045.24
04/30/2009,0.17%,1044.02
04/29/2009,0.20%,1042.23
04/28/2009,-0.01%,1040.12
04/27/2009,0.07%,1040.19
04/24/2009,0.05%,1039.49
04/23/2009,0.02%,1039
04/22/2009,0.08%,1038.78
04/21/2009,0.01%,1037.95
04/20/2009,0.14%,1037.89
04/17/2009,0.04%,1036.43
04/16/2009,0.08%,1036.02
04/15/2009,0.06%,1035.21
04/14/2009,0.26%,1034.61
04/13/2009,0.07%,1031.91
04/09/2009,0.10%,1031.14
04/08/2009,-0.03%,1030.14
04/07/2009,0.07%,1030.47
04/06/2009,0.05%,1029.72
04/03/2009,-0.06%,1029.24
04/02/2009,-0.03%,1029.88
04/01/2009,0.26%,1030.18
03/31/2009,-0.23%,1027.49
03/30/2009,-0.31%,1029.82
03/27/2009,-0.09%,1033
03/26/2009,0.29%,1033.95
03/25/2009,0.00%,1030.97
03/24/2009,0.02%,1030.94
03/23/2009,0.27%,1030.77
03/20/2009,0.00%,1027.96
03/19/2009,0.36%,1027.98
03/18/2009,-0.04%,1024.29
03/17/2009,-0.13%,1024.65
03/16/2009,0.08%,1025.96
03/13/2009,0.04%,1025.14
03/12/2009,-0.14%,1024.74
03/11/2009,-0.06%,1026.19
03/10/2009,0.13%,1026.78
03/09/2009,-0.15%,1025.49
03/06/2009,0.17%,1027
03/05/2009,-0.11%,1025.28
03/04/2009,0.20%,1026.39
03/03/2009,-0.13%,1024.38
03/02/2009,-0.20%,1025.69
02/27/2009,-0.02%,1027.78
02/26/2009,-0.11%,1027.98
02/25/2009,-0.10%,1029.13
02/24/2009,-0.25%,1030.12
02/23/2009,-0.17%,1032.67
02/20/2009,-0.24%,1034.46
02/19/2009,-0.05%,1036.96
02/18/2009,0.09%,1037.52
02/17/2009,0.04%,1036.63
02/13/2009,0.16%,1036.17
02/12/2009,0.05%,1034.51
02/11/2009,0.04%,1033.94
02/10/2009,-0.13%,1033.52
02/09/2009,-0.05%,1034.87
02/06/2009,0.05%,1035.4
02/05/2009,0.14%,1034.91
02/04/2009,0.18%,1033.51
02/03/2009,0.10%,1031.65
02/02/2009,-0.11%,1030.58
01/30/2009,-0.15%,1031.7
01/29/2009,0.04%,1033.28
01/28/2009,0.09%,1032.87
01/27/2009,0.05%,1031.99
01/26/2009,-0.06%,1031.45
01/23/2009,0.03%,1032.11
01/22/2009,0.12%,1031.84
01/21/2009,-0.06%,1030.6
01/20/2009,0.08%,1031.18
01/16/2009,0.06%,1030.31
01/15/2009,-0.08%,1029.75
01/14/2009,-0.26%,1030.58
01/13/2009,-0.04%,1033.27
01/12/2009,-0.09%,1033.63
01/09/2009,0.18%,1034.61
01/08/2009,-0.05%,1032.79
01/07/2009,0.12%,1033.26
01/06/2009,0.53%,1031.97
01/05/2009,0.39%,1026.57
01/02/2009,0.20%,1022.54
12/31/2008,-0.20%,1020.52
12/30/2008,0.07%,1022.57
12/29/2008,0.05%,1021.89
12/26/2008,0.05%,1021.4
12/24/2008,-0.11%,1020.84
12/23/2008,0.07%,1021.94
12/22/2008,-0.16%,1021.25
12/19/2008,-0.07%,1022.91
12/18/2008,-0.15%,1023.64
12/17/2008,0.16%,1025.21
12/16/2008,-0.06%,1023.62
12/15/2008,-0.18%,1024.25
12/12/2008,-0.13%,1026.13
12/11/2008,-0.26%,1027.47
12/10/2008,0.19%,1030.16
12/09/2008,0.19%,1028.22
12/08/2008,0.02%,1026.28
12/05/2008,0.11%,1026.06
12/04/2008,-0.28%,1024.97
12/03/2008,-0.17%,1027.86
12/02/2008,0.19%,1029.57
12/01/2008,-0.54%,1027.59
11/28/2008,-0.44%,1033.13
11/26/2008,0.20%,1037.66
11/25/2008,0.00%,1035.62
11/24/2008,0.15%,1035.58
11/21/2008,-0.07%,1034.06
11/20/2008,-0.52%,1034.83
11/19/2008,-0.44%,1040.24
11/18/2008,-0.30%,1044.83
11/17/2008,-0.28%,1047.95
11/14/2008,0.01%,1050.85
11/13/2008,-0.67%,1050.77
11/12/2008,-0.30%,1057.81
11/11/2008,-0.44%,1060.97
11/10/2008,-0.03%,1065.66
11/07/2008,0.02%,1066
11/06/2008,-0.30%,1065.8
11/05/2008,-0.31%,1069.03
11/04/2008,0.58%,1072.34
11/03/2008,0.07%,1066.2
10/31/2008,-0.33%,1065.5
10/30/2008,0.26%,1068.98
10/29/2008,0.50%,1066.25
10/28/2008,-0.25%,1060.94
10/27/2008,-0.61%,1063.6
10/24/2008,-0.61%,1070.11
10/23/2008,-0.69%,1076.7
10/22/2008,-1.09%,1084.15
10/21/2008,-0.21%,1096.14
10/20/2008,0.70%,1098.44
10/17/2008,0.19%,1090.79
10/16/2008,-0.20%,1088.67
10/15/2008,-1.51%,1090.84
10/14/2008,0.35%,1107.53
10/13/2008,1.89%,1103.68
10/10/2008,-1.35%,1083.25
10/09/2008,-1.04%,1098.09
10/08/2008,-0.49%,1109.68
10/07/2008,-1.11%,1115.15
10/06/2008,-1.84%,1127.66
10/03/2008,-0.45%,1148.83
10/02/2008,-1.41%,1154.01
10/01/2008,-0.41%,1170.56
09/30/2008,0.23%,1175.36
09/29/2008,-1.95%,1172.72
09/26/2008,-0.47%,1196
09/25/2008,0.14%,1201.62
09/24/2008,-0.14%,1199.91
09/23/2008,-0.73%,1201.55
09/22/2008,-0.66%,1210.39
09/19/2008,1.49%,1218.43
09/18/2008,-0.03%,1200.53
09/17/2008,-1.26%,1200.91
09/16/2008,-0.57%,1216.19
09/15/2008,-1.03%,1223.15
09/12/2008,0.26%,1235.83
09/11/2008,-0.11%,1232.62
09/10/2008,0.03%,1234.01
09/09/2008,-0.73%,1233.6
09/08/2008,-0.46%,1242.69
09/05/2008,-0.08%,1248.38
09/04/2008,-0.25%,1249.44
09/03/2008,-0.41%,1252.55
09/02/2008,-0.38%,1257.74
08/29/2008,0.04%,1262.5
08/28/2008,0.04%,1261.96
08/27/2008,0.17%,1261.5
08/26/2008,0.13%,1259.42
08/25/2008,-0.14%,1257.73
08/22/2008,-0.08%,1259.47
08/21/2008,0.10%,1260.48
08/20/2008,0.18%,1259.24
08/19/2008,0.00%,1256.97
08/18/2008,-0.11%,1257
08/15/2008,-0.05%,1258.45
08/14/2008,-0.15%,1259.14
08/13/2008,0.13%,1261.03
08/12/2008,0.00%,1259.45
08/11/2008,-0.26%,1259.42
08/08/2008,-0.02%,1262.71
08/07/2008,-0.09%,1262.97
08/06/2008,0.09%,1264.06
08/05/2008,-0.40%,1262.93
08/04/2008,-0.65%,1268.01
08/01/2008,-0.20%,1276.25
07/31/2008,0.01%,1278.81
07/30/2008,0.27%,1278.71
07/29/2008,-0.06%,1275.25
07/28/2008,-0.03%,1275.95
07/25/2008,0.16%,1276.38
07/24/2008,-0.40%,1274.36
07/23/2008,-0.25%,1279.53
07/22/2008,-0.25%,1282.7
07/21/2008,0.27%,1285.92
07/18/2008,-0.14%,1282.41
07/17/2008,-0.41%,1284.27
07/16/2008,-0.17%,1289.53
07/15/2008,-0.48%,1291.67
07/14/2008,-0.05%,1297.87
07/11/2008,0.15%,1298.56
07/10/2008,0.03%,1296.65
07/09/2008,0.02%,1296.25
07/08/2008,-0.32%,1296.05
07/07/2008,-0.17%,1300.22
07/03/2008,-0.56%,1302.42
07/02/2008,-0.32%,1309.7
07/01/2008,-0.15%,1313.94
06/30/2008,0.04%,1315.97
06/27/2008,-0.02%,1315.5
06/26/2008,-0.39%,1315.81
06/25/2008,0.03%,1321
06/24/2008,-0.32%,1320.58
06/23/2008,0.07%,1324.76
06/20/2008,-0.14%,1323.81
06/19/2008,-0.07%,1325.6
06/18/2008,-0.09%,1326.55
06/17/2008,0.06%,1327.69
06/16/2008,0.16%,1326.92
06/13/2008,0.15%,1324.76
06/12/2008,-0.02%,1322.83
06/11/2008,0.01%,1323.06
06/10/2008,-0.46%,1322.93
06/09/2008,-0.11%,1329.11
06/06/2008,0.01%,1330.63
06/05/2008,0.36%,1330.46
06/04/2008,-0.10%,1325.75
06/03/2008,-0.08%,1327.03
06/02/2008,0.08%,1328.09
05/30/2008,0.03%,1327.02
05/29/2008,-0.09%,1326.64
05/28/2008,0.23%,1327.81
05/27/2008,-0.16%,1324.79
05/23/2008,0.11%,1326.93
05/22/2008,-0.16%,1325.53
05/21/2008,0.08%,1327.68
05/20/2008,0.03%,1326.6
05/19/2008,0.04%,1326.24
05/16/2008,0.23%,1325.75
05/15/2008,0.15%,1322.68
05/14/2008,0.07%,1320.67
05/13/2008,0.14%,1319.8
05/12/2008,0.14%,1317.98
05/09/2008,-0.09%,1316.18
05/08/2008,0.15%,1317.37
05/07/2008,-0.13%,1315.4
05/06/2008,0.14%,1317.13
05/05/2008,0.16%,1315.34
05/02/2008,0.36%,1313.22
05/01/2008,0.03%,1308.51
04/30/2008,0.05%,1308.17
04/29/2008,-0.32%,1307.46
04/28/2008,0.04%,1311.69
04/25/2008,0.12%,1311.13
04/24/2008,-0.20%,1309.56
04/23/2008,-0.04%,1312.24
04/22/2008,0.02%,1312.7
04/21/2008,0.10%,1312.39
04/18/2008,0.42%,1311.03
04/17/2008,-0.22%,1305.5
04/16/2008,0.57%,1308.33
04/15/2008,0.12%,1300.92
04/14/2008,-0.10%,1299.38
04/11/2008,-0.23%,1300.71
04/10/2008,0.14%,1303.76
04/09/2008,-0.05%,1301.89
04/08/2008,-0.04%,1302.49
04/07/2008,0.21%,1303.06
04/04/2008,0.29%,1300.3
04/03/2008,0.02%,1296.51
04/02/2008,0.09%,1296.23
04/01/2008,0.18%,1295.04
03/31/2008,0.06%,1292.72
03/28/2008,-0.11%,1292
03/27/2008,-0.14%,1293.45
03/26/2008,0.22%,1295.26
03/25/2008,0.57%,1292.46
03/24/2008,0.33%,1285.16
03/20/2008,-0.11%,1280.92
03/19/2008,-0.85%,1282.38
03/18/2008,0.39%,1293.37
03/17/2008,-1.09%,1288.37
03/14/2008,-0.46%,1302.56
03/13/2008,-0.14%,1308.62
03/12/2008,0.06%,1310.51
03/11/2008,0.34%,1309.77
03/10/2008,-0.62%,1305.35
03/07/2008,-0.38%,1313.43
03/06/2008,-0.43%,1318.38
03/05/2008,0.26%,1324.02
03/04/2008,-0.36%,1320.57
03/03/2008,0.00%,1325.34
02/29/2008,-0.52%,1325.39
02/28/2008,0.27%,1332.3
02/27/2008,-0.02%,1328.71
02/26/2008,0.26%,1328.97
02/25/2008,0.36%,1325.48
02/22/2008,0.00%,1320.79
02/21/2008,0.08%,1320.85
02/20/2008,0.07%,1319.83
02/19/2008,0.46%,1318.92
02/15/2008,0.06%,1312.88
02/14/2008,0.08%,1312.12
02/13/2008,0.22%,1311.02
02/12/2008,0.07%,1308.18
02/11/2008,0.16%,1307.29
02/08/2008,0.24%,1305.19
02/07/2008,0.11%,1302.04
02/06/2008,-0.07%,1300.59
02/05/2008,-0.80%,1301.52
02/04/2008,0.15%,1311.97
02/01/2008,0.59%,1309.99
01/31/2008,0.32%,1302.35
01/30/2008,0.03%,1298.2
01/29/2008,0.20%,1297.75
01/28/2008,0.40%,1295.17
01/25/2008,0.12%,1290.07
01/24/2008,0.72%,1288.58
01/23/2008,0.04%,1279.34
01/22/2008,-0.90%,1278.79
01/18/2008,-0.20%,1290.4
01/17/2008,-0.62%,1293
01/16/2008,-0.63%,1301.01
01/15/2008,-0.68%,1309.32
01/14/2008,0.31%,1318.29
01/11/2008,-0.43%,1314.23
01/10/2008,0.15%,1319.97
01/09/2008,-0.14%,1317.98
01/08/2008,0.25%,1319.76
01/07/2008,-0.45%,1316.46
01/04/2008,-0.46%,1322.42
01/03/2008,-0.09%,1328.59
01/02/2008,0.00%,1329.72
12/31/2007,-0.07%,1329.7
12/28/2007,0.05%,1330.62
12/27/2007,-0.14%,1330
12/26/2007,0.14%,1331.85
12/24/2007,0.34%,1329.97
12/21/2007,0.49%,1325.46
12/20/2007,0.08%,1318.96
12/19/2007,0.07%,1317.94
12/18/2007,0.13%,1317.07
12/17/2007,-0.61%,1315.4
12/14/2007,-0.33%,1323.53
12/13/2007,-0.45%,1327.98
12/12/2007,0.09%,1333.95
12/11/2007,-0.39%,1332.7
12/10/2007,0.03%,1337.95
12/07/2007,0.07%,1337.57
12/06/2007,0.30%,1336.62
12/05/2007,0.25%,1332.66
12/04/2007,-0.09%,1329.36
12/03/2007,-0.07%,1330.61
11/30/2007,0.19%,1331.55
11/29/2007,0.19%,1328.96
11/28/2007,0.46%,1326.48
11/27/2007,-0.15%,1320.38
11/26/2007,-0.20%,1322.38
11/23/2007,0.40%,1325.03
11/21/2007,-0.55%,1319.76
11/20/2007,-0.01%,1327.04
11/19/2007,-0.60%,1327.18
11/16/2007,-0.14%,1335.21
11/15/2007,-0.47%,1337.12
11/14/2007,0.24%,1343.41
11/13/2007,0.36%,1340.17
11/12/2007,-0.88%,1335.36
11/09/2007,-0.54%,1347.16
11/08/2007,-0.14%,1354.54
11/07/2007,-0.36%,1356.44
11/06/2007,0.48%,1361.3
11/05/2007,-0.39%,1354.84
11/02/2007,0.14%,1360.2
11/01/2007,-0.45%,1358.36
10/31/2007,0.45%,1364.47
10/30/2007,-0.25%,1358.39
10/29/2007,0.39%,1361.77
10/26/2007,0.51%,1356.53
10/25/2007,0.34%,1349.67
10/24/2007,0%,1345.12
10/23/2007,0.46%,1345.12
10/22/2007,-0.34%,1339.02
10/19/2007,-0.53%,1343.63
10/18/2007,0.21%,1350.77
10/17/2007,0.21%,1347.94
10/16/2007,-0.23%,1345.09
10/15/2007,-0.08%,1348.13
10/12/2007,0.17%,1349.23
10/11/2007,0.41%,1346.91
10/10/2007,0.24%,1341.43
10/09/2007,0.26%,1338.2
10/08/2007,-0.11%,1334.71
10/05/2007,0.55%,1336.12
